Table ID,Sourcing_competitor,Common_sources,Restaurant_name,Tags,Average basket value,Country,City_code,Address,Latitude,Longitude,Phone_number,Rating,Number_of_reviews,Website,URL,Postal_code,Opening_hours,Place ID,user_ratings_total,google_grade,competitor_grade1(%),competitor_grade2(%),competitor_grade3(%)
124914,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Novi Saloon,"Italian, Grill, Pizza",,Croatia,OSI,Street Kneza Trpimira 23,45.544151,18.69356,+385 31 572 060,4,14,,,,,ChIJGV0iFNfnXEcRV9-eGvatf-4,1509,4.6,-,-,-
124915,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Oliva,"Pizza, European, Croatian",,Croatia,OSI,Franje Kuhacha 8a,45.560459,18.69466,+385 31 202 040,4.5,10,,,,,ChIJWYA7pi3mXEcRXYMpWHPlsD0,406,4.3,-,-,-
124916,sourcing_tripadvisor,sourcing_tripadvisor,Pressing Cafe,,,Croatia,OSI,Gornjodravska Obala 79,45.562908,18.676689,,,,,,,,ChIJLyeoX6fnXEcRIbrIlydA4NI,273,4.5,-,-,-
124917,sourcing_tripadvisor,sourcing_tripadvisor,Restaurant Club Waldinger,"European, International, Croatian",,Croatia,OSI,Zhupanijska Ulica 8,45.558678,18.675455,+385 31 250 450,4.5,30,,,,Mon - Sat|11:00 AM - 11:00 PM,ChIJbzpNW6jnXEcR124WL6Mi-_M,216,4.7,-,-,-
124918,sourcing_tripadvisor,sourcing_tripadvisor,Restoran Kompa,"Croatian, European",,Croatia,OSI,Splavarska 1,45.565807,18.669168,+385 31 375 755,4.5,29,,,,Sun - Sat|10:00 AM - 10:00 PM,ChIJi5KX4Q3nXEcRZp2WnYXDd80,668,4.6,-,-,-
124919,sourcing_tripadvisor,sourcing_tripadvisor,Rustika,"Italian, Pizza, European, Croatian, Central European",,Croatia,OSI,Ulica Pavla Pejachevica 32,45.562119,18.671705,+385 31 369 400,4.5,167,,,,Sun|8:30 AM - 12:00 AM|Mon - Sat|7:00 AM - 12:00 AM,ChIJddicRAjnXEcRax_doTWIU1E,2279,4.5,-,-,-
124920,sourcing_tripadvisor,sourcing_tripadvisor,Slatka Tvornica,"Croatian, American, Fast Food, European, Street Food",,Croatia,OSI,Ulica Kardinala Alojzija Stepinca 14,45.556648,18.685919,+385 31 655 555,5,5,,,,Sun|4:00 PM - 11:00 PM|Mon - Sat|12:00 AM - 11:00 PM,ChIJdf-fOsPnXEcRN3i0_CMV9so,150,4.5,-,-,-
124921,sourcing_tripadvisor,sourcing_tripadvisor,Slavonska KuCa,"European, Croatian",,Croatia,OSI,Ulica Kamila Firingera 26,45.560154,18.693092,+385 31 369 955,4.5,83,,,,Mon - Sat|9:00 AM - 11:00 PM,ChIJhQy73rvnXEcRqcOWVnIhuIo,794,4.5,-,-,-
124922,sourcing_tripadvisor,sourcing_tripadvisor,Spajz j.d.o.o.,"Fast Food, European, Healthy, Croatian",,Croatia,OSI,Ulica Stjepana Radica 18,45.55846,18.682388,+385 99 669 3362,,,,,,,ChIJy7C69KXnXEcRsA2nKMQRMDk,119,4.7,-,-,-
124923,sourcing_tripadvisor,sourcing_tripadvisor,SportHouse,Pizza,,Croatia,OSI,Trg Lavoslava Ruzicke b.b.,45.55349,18.684919,+385 31 215 555,4.5,30,,,,,ChIJo9SJ7rHnXEcRLRst-4E1Q1E,547,4.6,-,-,-
124924,sourcing_tripadvisor,sourcing_tripadvisor,Vege Lege,"Fast Food, European, Croatian",,Croatia,OSI,Gajev Trg 4,45.559341,18.683699,+385 31 445 440,5,27,,,,Mon - Fri|9:00 AM - 7:00 PM|Sat|10:00 AM - 3:00 PM,ChIJdXQ9vKXnXEcRG_RdvkXhvos,233,4.7,-,-,-
124925,sourcing_tripadvisor,sourcing_tripadvisor,Vinska Musica,"Fast Food, European, Eastern European, Croatian",,Croatia,OSI,Kapucinska Ulica 39,45.561039,18.67836,+385 92 350 9939,4,1,,,,,ChIJURpkqafnXEcRqL3bpE9P8Ms,192,4.6,-,-,-
124926,sourcing_tripadvisor,sourcing_tripadvisor,Zeleni Val,,,Croatia,OSI,Zupanijska ul. 22,,,+385 31 200 864,4.5,3,,,,Sun - Sat|8:00 AM - 11:30 PM,-,-,-,-,-,-
124927,sourcing_tripadvisor,sourcing_tripadvisor,Zimska Luka,"Croatian, International",,Croatia,OSI,Hotel Osijek Samacka 4,45.562222,18.679722,+385 31 230 360,4.5,48,,,,Sun - Sat|11:00 AM - 12:00 AM,ChIJmbzNN6fnXEcRX8GJLxkRwKo,5,4.6,-,-,-
124928,sourcing_tripadvisor,sourcing_tripadvisor,Zoo Hotel Restaurant,"European, Croatian",,Croatia,OSI,Sjevernodravska obala bb,45.568401,18.668289,+385 31 229 922,4,16,,,,,ChIJm4IFdLfnXEcRK2GxNbxT_Js,383,4.5,-,-,-
124929,sourcing_tripadvisor,sourcing_tripadvisor,Epulon Food & Wine,,,Croatia,PUY,Epulonova Ul 4,44.868881,13.849719,+385 98 949 9023,4.5,822,,,,Thu|1:00 PM - 10:00 PM|Fri - Wed|1:00 PM - 10:30 PM,ChIJ49WR_crTfEcR6jTxpKTGe54,291,4.5,-,-,-
124930,sourcing_tripadvisor,sourcing_tripadvisor,TiVoli,"Italian, Pizza, Mediterranean, European",,Croatia,PUY,Veli Vrh bb Sportski Centar,44.889626,13.851164,+385 52 508 000,4.5,892,,,,Tue|2:00 PM - 11:00 PM|Wed - Sun|10:00 AM - 11:00 PM,ChIJ1RKocpPSfEcRFoGPrAjiDgA,4426,4.7,-,-,-
124931,sourcing_tripadvisor,sourcing_tripadvisor,Fresh sandwiches & salads,"Fast Food, Fusion, Healthy, Street Food",,Croatia,PUY,Anticova Ulica 5,44.867668,13.845596,+385 91 722 7712,4.5,161,,,,Mon - Fri|8:00 AM - 3:30 PM,ChIJ-xtXpR_TfEcRRG2RpEkxPuE,155,4.7,-,-,-
124932,sourcing_tripadvisor,sourcing_tripadvisor,Piantina Fine Fast Food,"Fast Food, European, Healthy",,Croatia,PUY,Zadarska Ulica 1,44.870007,13.848839,+385 91 578 7970,4.5,132,,,,,ChIJ0wjOCtHTfEcRi1g3DXtAdBM,543,4.7,-,-,-
124933,sourcing_tripadvisor,sourcing_tripadvisor,Piazza Nove,,,Croatia,PUY,Kapitolinski Trg 9,44.870289,13.841801,+385 92 345 5407,4.5,342,,,,Sun - Sat|12:00 AM - 10:00 PM,ChIJyxI1ib7TfEcRfXmt67ayBv0,297,4.6,-,-,-
124934,sourcing_tripadvisor,sourcing_tripadvisor,Konoba Batelina,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Chimulje 25,44.824699,13.866531,+385 52 573 767,4.5,448,,,,Mon - Sat|5:00 PM - 11:30 PM,ChIJjcfWjVkrY0cRzDk0FzPV3IE,496,4.7,-,-,-
124935,sourcing_tripadvisor,sourcing_tripadvisor,Valli Delicious Restaurant,,,Croatia,PUY,Kapitolinski Trg 7,44.870377,13.841993,+385 95 199 5354,4.5,485,,,,Fri|12:30 PM - 12:00 AM|Sat - Thu|12:00 PM - 12:00 AM,ChIJGzhLLvTTfEcRqE2audB6OPA,2,5,-,-,-
124936,sourcing_tripadvisor,sourcing_tripadvisor,Konoba Boccaporta,,,Croatia,PUY,Ulica Dolinka 18,44.851662,13.860505,+385 52 506 266,4.5,608,,,,Sun|11:00 AM - 11:00 PM|Mon - Sat|10:30 AM - 11:00 PM,ChIJV6RnMTTTfEcRn91Ij0W-bQA,1986,4.6,-,-,-
124937,sourcing_tripadvisor,sourcing_tripadvisor,Farabuto,,,Croatia,PUY,Ulica Sisplac 15,44.85542299999999,13.834239,+385 52 386 074,4.5,830,,,,,ChIJgebwvhPTfEcRqryfKT40GCc,545,4.6,-,-,-
124938,sourcing_tripadvisor,sourcing_tripadvisor,BOCA bar,,,Croatia,PUY,Kandlerova Ulica 34,44.871506,13.844866,+385 52 382 390,4.5,239,,,,,ChIJMXX0kOHSfEcRINnK-esGYuA,146,4.5,-,-,-
124939,sourcing_tripadvisor,sourcing_tripadvisor,Restaurant Oasi,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,"Pjescana uvala X12a, Pula",44.838692,13.850556,+385 52 397 910,4.5,332,,,,Sun - Sat|3:00 PM - 10:00 PM,ChIJwczoSKwsY0cRxjh6edYBlsY,36,4.7,-,-,-
124940,sourcing_tripadvisor,sourcing_tripadvisor,Vodnjanka - Trattoria,,,Croatia,PUY,Viteziceva Ulica 4,44.861664,13.846596,+385 98 175 7343,4.5,508,,,,Mon - Fri|12:00 PM - 4:00 PM|Mon - Sat|7:00 PM - 9:00 PM|Sat|12:00 PM - 3:00 PM,ChIJOeMY98_TfEcRs5w1w6RR-Qs,8,5,-,-,-
124941,sourcing_tripadvisor,sourcing_tripadvisor,Villa Margerita,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,VIII. Ogranak Br. 22,44.837952,13.847389,+385 52 210 886,4.5,246,,,,Sun|9:00 AM - 10:00 AM,ChIJn9wmjlDTfEcRha9N2EtK2Kc,257,4.7,-,-,-
124942,sourcing_tripadvisor,sourcing_tripadvisor,Hook and Cook Pula,"Seafood, Fast Food, Mediterranean, European",,Croatia,PUY,Ulica Sergijevaca 18,44.86869799999999,13.844442,+385 97 610 5322,4.5,460,,,,,ChIJlaDQuc_TfEcRK69tQ0yNxO8,981,4.5,-,-,-
124943,sourcing_tripadvisor,sourcing_tripadvisor,Mediterraneo Restaurant,,,Croatia,PUY,Ulica Sergijevaca 5,44.869392,13.843012,+385 97 706 0525,4.5,653,,,,,ChIJq-bjJxrTfEcRs0j13SlFbik,336,4.1,-,-,-
124944,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Alighieri,,,Croatia,PUY,Danteov Trg 3,44.867767,13.844799,+385 52 381 984,4,945,,,,,ChIJGdZ_Ux7TfEcRnC9RbRdHoKk,1069,4.5,-,-,-
124945,sourcing_tripadvisor,sourcing_tripadvisor,Jupiter,"Italian, Croatian, Asian",,Croatia,PUY,Ulica Castropola 42,44.871216,13.846261,+385 52 214 333,4,1801,,,,Sun|1:00 PM - 11:00 PM|Mon - Fri|11:00 AM - 11:00 PM|Sat|12:00 AM - 11:00 PM,ChIJzQXOseHSfEcRUIchfkJ0b_s,5121,4.6,-,-,-
124946,sourcing_tripadvisor,sourcing_tripadvisor,OAZA Restaurant,,,Croatia,PUY,Paduljski Put 3,44.890121,13.845259,+385 52 534 043,4.5,248,,,,Sun - Sat|9:00 AM - 11:00 PM,ChIJoWNAa43SfEcR5SA7bgJTzjs,623,4.5,-,-,-
124947,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Asterix,"Italian, Pizza, Mediterranean, European",,Croatia,PUY,Piranesijev Prilaz 11,44.85638400000001,13.849561,+385 52 223 680,4.5,181,,,,Mon - Fri|11:00 AM - 11:00 PM|Sat - Sun|12:00 PM - 11:00 PM,ChIJD6o1jjvTfEcRpWk1x55h4Uc,1529,4.6,-,-,-
124948,sourcing_tripadvisor,sourcing_tripadvisor,Furia,,,Croatia,PUY,Narodni Trg 9,44.866943,13.849217,+385 97 791 6306,4.5,93,,,,Mon - Sat|9:00 AM - 2:00 PM,ChIJNzkYtCHTfEcRwQC0QRTcQPQ,142,4.5,-,-,-
124949,sourcing_tripadvisor,sourcing_tripadvisor,Kod Kadre,,,Croatia,PUY,"Teslina Ulica 51 Pula, Istarska 52100",44.874943,13.85323,+385 52 213 770,4,483,,,,Mon - Sat|10:00 AM - 11:00 PM,ChIJtV9bwN3SfEcR9NBdYV5l6b4,1191,4.5,-,-,-
124950,sourcing_tripadvisor,sourcing_tripadvisor,Restaurant Kantina Pula,,,Croatia,PUY,Flanatichka Ulica 16,44.867153,13.850409,+385 52 214 054,4,855,,,,,ChIJg6hKUCDTfEcRtcz3fGH1fvQ,786,4.3,-,-,-
124951,sourcing_tripadvisor,sourcing_tripadvisor,Pecenjara Porat,"Barbecue, European, Eastern European, Croatian",,Croatia,PUY,Schiavuzzijev Prilaz 3,44.851982,13.851472,+385 52 506 311,4.5,134,,,,,ChIJyyhfNjjTfEcRjjfGDGj6zPk,285,4.4,-,-,-
124952,sourcing_tripadvisor,sourcing_tripadvisor,Street Food Two,"Street Food, Soups, Croatian",,Croatia,PUY,Veronska Ulica 2a,44.868423,13.849403,+385 52 203 236,5,37,,,,Mon - Thu|10:00 AM - 5:00 PM|Fri|10:00 AM - 4:00 PM,ChIJ_bMiEj7TfEcRbulkU7PBpc0,129,4.9,-,-,-
124953,sourcing_tripadvisor,sourcing_tripadvisor,Ribarska koliba restaurant,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Ulica Verudella 16 Ribaska koliba restaurant,44.841328,13.83959,+385 52 222 966,4,510,,,,Sun - Sat|12:00 PM - 10:00 PM,ChIJp2wUxFzTfEcR9AICNCEcgKc,366,4.5,-,-,-
124954,sourcing_tripadvisor,sourcing_tripadvisor,Restaurant Lanterna,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Pjescana Uvala v/1 am Leutturm,44.837044,13.849158,,4,201,,,,,ChIJvTKb-vDAfEcRYqqgdzstovA,24,4.5,-,-,-
124955,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Peperoncino,"Italian, Pizza, European",,Croatia,PUY,Medulinska Cesta 15,44.860001,13.870808,+385 52 639 995,4.5,113,,,,,ChIJcajXItMsY0cRUMJ0L0mfZu0,896,4.5,-,-,-
124956,sourcing_tripadvisor,sourcing_tripadvisor,Peekaboo - Pizzeria,"Italian, Pizza",,Croatia,PUY,Flavijevska Ulica 12,44.874832,13.850156,+385 52 543 878,4.5,139,,,,Mon - Fri|11:59 AM - 10:00 PM|Sat - Sun|10:00 AM - 10:00 PM,ChIJodcWQOfSfEcRje_4z5gyoaY,1325,4.6,-,-,-
124957,sourcing_tripadvisor,sourcing_tripadvisor,Kavana & Tapas Bar Corso,"Bar, International, Street Food, European",,Croatia,PUY,Giardini 2,44.869576,13.848429,+385 91 301 2025,4.5,174,,,,Sun|8:00 AM - 12:00 AM|Mon - Wed|7:00 AM - 12:00 AM|Thu - Fri|7:00 AM - 2:00 AM|Sat|8:00 AM - 2:00 AM,ChIJH4hsA-DSfEcRwN0hqsl2Iyw,432,4.2,-,-,-
124958,sourcing_tripadvisor,sourcing_tripadvisor,Marco Polo,"Italian, Pizza, Mediterranean, European",,Croatia,PUY,Coceicheva Ul. 5,44.849724,13.849218,+385 52 394 400,4,170,,,,,ChIJ471fhEfTfEcRcZ6RFwopJMs,587,4.3,-,-,-
124959,sourcing_tripadvisor,sourcing_tripadvisor,Konoba Istriana,,,Croatia,PUY,Pomer 331,44.82473,13.893652,+385 95 395 0914,4,646,,,,Mon - Tue|4:00 PM - 11:00 PM|Thu - Fri|4:00 PM - 11:00 PM|Sat - Sun|2:00 PM - 11:00 PM,ChIJoxtymH0rY0cRbzWM_T65h2Q,553,4.2,-,-,-
124960,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Samantha,"Pizza, Italian, European",,Croatia,PUY,Labinska Ulica 11,44.887196,13.865877,+385 52 535 665,4.5,55,,,,Mon - Fri|9:30 AM - 11:00 PM|Sat - Sun|1:00 PM - 11:00 PM,ChIJ-SkK67jSfEcRIjF1OYoVrSw,1293,4.7,-,-,-
124961,sourcing_tripadvisor,sourcing_tripadvisor,El Pulari Parasol,"Mexican, Latin, Spanish",,Croatia,PUY,Ulica Rimske Centurijacije 67,44.869167,13.862339,542-240,4,151,,,,,ChIJpbRBkNfSfEcR8EZAANfg_Po,1244,4.6,-,-,-
124962,sourcing_tripadvisor,sourcing_tripadvisor,Konoba Kazun,"Mediterranean, European, Croatian, Seafood",,Croatia,PUY,Prekomorskih Brigada 31,44.882504,13.862443,+385 52 223 184,4,194,,,,Sun - Sat|11:00 AM - 11:00 PM,ChIJSUqvrcbSfEcRqHSn_vPL8jY,777,4.5,-,-,-
124963,sourcing_tripadvisor,sourcing_tripadvisor,Street Food Mini Mini,"Sushi, Soups, European, Healthy, Street Food",,Croatia,PUY,Mletachka Ulica 12,44.86817199999999,13.851992,+385 99 445 6190,4.5,53,,,,Mon - Fri|9:00 AM - 4:00 PM,ChIJa2tzhCDTfEcRtHk1L5MmR2k,119,4.2,-,-,-
124964,sourcing_tripadvisor,sourcing_tripadvisor,Orfej,,,Croatia,PUY,Kandlerova Ulica corner of Uspon Konzula Istranina,44.870663,13.842375,+385 52 214 405,3.5,507,,,,,ChIJf3PJEeLSfEcRiwYV15m78Ag,942,4.2,-,-,-
124965,sourcing_tripadvisor,sourcing_tripadvisor,Yacht Club,"Seafood, Mediterranean, Croatian, European",,Croatia,PUY,Ulica Verudella 17,44.835335,13.840486,,4,189,,,,,ChIJYZjoboTTfEcRstO4ov2y3CI,84,4.3,-,-,-
124966,sourcing_tripadvisor,sourcing_tripadvisor,Milan,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Ulica Stoja 4,44.860844,13.827047,,4,123,,,,,-,-,-,-,-,-
124967,sourcing_tripadvisor,sourcing_tripadvisor,Pecenjara Mons,"Grill, Croatian, Barbecue",,Croatia,PUY,Creska Ulica 2,44.890419,13.846692000000001,+385 52 553 679,4.5,80,,,,Mon|10:00 AM - 11:00 PM|Wed - Fri|10:00 AM - 11:00 AM|Sat - Sun|12:00 AM - 11:00 AM,ChIJe4mKfY3SfEcRvee1Os_st4k,704,4.6,-,-,-
124968,sourcing_tripadvisor,sourcing_tripadvisor,Konoba Topaz,,,Croatia,PUY,Ulica Monte Paradiso 40,44.85001,13.84287,+385 91 304 0232,5,24,,,,Mon - Sat|10:00 AM - 6:00 PM,ChIJQW6hqMrTfEcROkmw36oXX80,99,4.7,-,-,-
124969,sourcing_tripadvisor,sourcing_tripadvisor,Kuglana,,,Croatia,PUY,Ulica Verudella 11,44.836704,13.83711,,4,305,,,,,ChIJlWl5uV7TfEcRFZWG6BWFI4s,132,4.2,-,-,-
124970,sourcing_tripadvisor,sourcing_tripadvisor,Restaurant Bodulka,,,Croatia,PUY,ulica Franje Mosnje 3b,44.850399,13.942769,+385 52 300 621,4.5,102,,,,Sun - Sat|1:00 PM - 11:00 PM,ChIJw--tXDYsY0cRwVuYFFMOdW0,-,-,-,-,-
124971,sourcing_tripadvisor,sourcing_tripadvisor,Bunarina,,,Croatia,PUY,Ulica Verudella 9,44.839329,13.837607,+385 91 274 6255,4,163,,,,Sun - Sat|5:00 PM - 11:00 PM,ChIJW7BlU1zTfEcRWfaax3ruoMQ,524,4.5,-,-,-
124972,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Galeb,"Croatian, Seafood, Mediterranean, European",,Croatia,PUY,Osjechka Ulica 37,44.859001,13.829444,+385 52 368 361,4.5,39,,,,,ChIJybRWRg7TfEcR9AeUNBhesMw,311,4.4,-,-,-
124973,sourcing_tripadvisor,sourcing_tripadvisor,The Shipyard Pub,"Bar, Street Food, Pub",,Croatia,PUY,Ulica Svetog Teodora 1,44.872261,13.845423,+385 97 792 6024,4,150,,,,Sun - Thu|8:00 AM - 12:00 AM|Fri - Sat|8:00 AM - 2:00 AM,ChIJ3fqUCuHSfEcRRcd6Tmel-JQ,1914,4.5,-,-,-
124974,sourcing_tripadvisor,sourcing_tripadvisor,Rendez-vous,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Kandlerova Ulica 32,44.871376,13.844528,3855223072,4,125,,,,,ChIJ8_NLkOHSfEcRP0fm7-hitgg,181,4.4,-,-,-
124975,sourcing_tripadvisor,sourcing_tripadvisor,Backyard by: Istrian culinaris,"Mediterranean, Seafood, European, Croatian",,Croatia,PUY,Emova Ulica 12,44.87435900000001,13.851439,+385 99 497 6222,5,23,,,,Sun - Sat|8:00 AM - 11:00 AM,ChIJh0RD95fTfEcRj019-W0A3IY,142,4.9,-,-,-
124976,sourcing_tripadvisor,sourcing_tripadvisor,Tappo,,,Croatia,PUY,Istarska Ulica 38,44.872452,13.849172,+385 95 905 2338,4,164,,,,Sun - Sat|8:00 AM - 12:00 AM,ChIJtU10leDSfEcRBMMpMCEQnd8,447,4.4,-,-,-
124977,sourcing_tripadvisor,sourcing_tripadvisor,Pecenjara Edi,"Seafood, Croatian, Mediterranean, European",,Croatia,PUY,Kandlerova Ulica 21,44.87115900000001,13.843392,+385 91 525 6967,4.5,53,,,,,-,-,-,-,-,-
124978,sourcing_tripadvisor,sourcing_tripadvisor,Pomodoro,"Italian, Pizza, Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Sergijevaca,44.869148,13.843331,+385 52 218 093,3.5,262,,,,,ChIJE_J3BR7TfEcRFBpv9mSYeps,196,4,-,-,-
124979,sourcing_tripadvisor,sourcing_tripadvisor,Stari Grad,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Ulica Sisplac 3,44.856342,13.834606,+385 52 386 808,4,152,,,,,ChIJ75KWqWrTfEcRlYi4wRh_lU0,1,5,-,-,-
124980,sourcing_tripadvisor,sourcing_tripadvisor,Konoba Taj,"European, Croatian, Seafood, Mediterranean",,Croatia,PUY,Ulica Shkokovica 23,44.859596,13.869343,+385 99 420 4900,4.5,32,,,,,ChIJe3o0Oy3TfEcRyY5TNhc_MFc,499,4.6,-,-,-
124981,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria In Forno,"Pizza, Italian",,Croatia,PUY,Shijanska Cesta 12 a,44.885952,13.873617,+385 97 651 3535,4.5,59,,,,Sun - Sat|10:00 AM - 12:00 AM,ChIJvVTnRbbSfEcRZCEq3LKv0Yc,448,4.6,-,-,-
124982,sourcing_tripadvisor,sourcing_tripadvisor,Papillon Restaurant & Pizzeria,"Pizza, Seafood, Mediterranean, European, Diner, Croatian",,Croatia,PUY,De Franceschijeva Ulica 23,44.848801,13.85113,+385 52 218 812,4.5,37,,,,Sun - Sat|12:00 PM - 11:00 PM,ChIJczK3YoDTfEcRYH4SzYWRjxM,203,4.6,-,-,-
124983,sourcing_tripadvisor,sourcing_tripadvisor,Volaria restaurant,"Seafood, European, Croatian",,Croatia,PUY,Pier 10 Veruda Waterfront,44.84343,13.843617,+385 52 385 387,4,107,,,,,ChIJn4qip1vTfEcRFxfr7eavO3E,5,4.8,-,-,-
124984,sourcing_tripadvisor,sourcing_tripadvisor,Old City Bar,"Bar, Pub",,Croatia,PUY,Danteov Trg 1,44.868187,13.84475,+385 52 222 944,3.5,375,,,,Sun|8:30 AM - 2:30 AM|Mon - Fri|6:30 AM - 2:30 AM|Sat|7:00 AM - 2:30 AM,ChIJKeoTzV3TfEcRc7wmYnToX8E,1033,4.4,-,-,-
124985,sourcing_tripadvisor,sourcing_tripadvisor,Gina restaurant,,,Croatia,PUY,Ulica Stoja 23,44.861626,13.819253,+385 52 387 943,3.5,223,,,,,ChIJIT6MufvTfEcRUGtFYomLPOQ,124,4.5,-,-,-
124986,sourcing_tripadvisor,sourcing_tripadvisor,Sareni Papar,"European, Mediterranean, Croatian",,Croatia,PUY,Dobricheva Ulica 4,44.869244,13.849492,+385 91 971 1538,4.5,50,,,,Mon - Fri|9:00 AM - 6:00 PM,-,-,-,-,-,-
124987,sourcing_tripadvisor,sourcing_tripadvisor,fish-food MORE,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Rizzijeva Ulica 47,44.858353,13.844407,+385 52 211 549,4,218,,,,,ChIJ22nzcD3TfEcRnSGDniPnBDA,469,4,-,-,-
124988,sourcing_tripadvisor,sourcing_tripadvisor,Ozujsko Pub Zaobilaznica,,,Croatia,PUY,Dukiceva Ulica 1,44.878445,13.86624,+385 52 825 693,4.5,29,,,,Sun|8:00 AM - 12:00 AM|Mon - Thu|7:00 AM - 12:00 AM|Fri - Sat|7:00 AM - 2:00 AM,ChIJ4ZNA47zTfEcRvndJDm6qqpw,1314,4.8,-,-,-
124989,sourcing_tripadvisor,sourcing_tripadvisor,Restaurant Admiral,"Seafood, Mediterranean, Croatian, European",,Croatia,PUY,Jelusicev Prilaz 2,44.84817899999999,13.8473,+385 99 782 7199,4,63,,,,,ChIJE8LF3kbTfEcR11Vxm2b6sYo,314,4.5,-,-,-
124990,sourcing_tripadvisor,sourcing_tripadvisor,Caruso,"Italian, Pizza, Seafood, Mediterranean, European",,Croatia,PUY,Gortanova Ulica 12,44.855904,13.832921,+385 98 206 092,4,67,,,,,ChIJI3stSBLTfEcRvstg1asciTY,410,4.3,-,-,-
124991,sourcing_tripadvisor,sourcing_tripadvisor,Restoran Karlo,"Seafood, Mediterranean, Barbecue, Croatian, European",,Croatia,PUY,Ulica Stoja 28,44.861057,13.820663,+385 52 386 640,4,74,,,,Sun - Sat|12:00 PM - 10:00 PM,ChIJZd0BlafTfEcR6hsnY7a7bRo,294,4.3,-,-,-
124992,sourcing_tripadvisor,sourcing_tripadvisor,Stellina,"Pizza, Seafood, Mediterranean, Croatian, Italian, Barbecue",,Croatia,PUY,Krse bb Premantura,44.802887,13.911484,+385 98 440 999,4,186,,,,,ChIJxWkJab4rY0cRf__Bem7vwAU,866,4.2,-,-,-
124993,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Dva Ferala,"Mediterranean, Croatian, Seafood, European",,Croatia,PUY,Kandlerova Ulica 32,44.871456,13.844641,+385 52 223 365,4,88,,,,,ChIJ6y5RkOHSfEcRjIQAk9_HptM,222,4.4,-,-,-
124994,sourcing_tripadvisor,sourcing_tripadvisor,Konoba Essenza,"Seafood, Mediterranean, Croatian, European",,Croatia,PUY,Sijanska Cesta 24,44.890568,13.886359,+385 99 648 6819,4.5,33,,,,Wed|4:00 PM - 11:00 PM,ChIJLY86F4gtY0cRN_a7FLBWj7k,29,5,-,-,-
124995,sourcing_tripadvisor,sourcing_tripadvisor,Odisej,"European, Croatian, Barbecue",,Croatia,PUY,Arsenalska Ulica 7,44.862904,13.840522,+385 52 223 288,4,177,,,,Mon - Fri|6:00 AM - 11:00 PM|Sat - Sun|9:00 AM - 11:00 PM,ChIJr5WlnRnTfEcRJK9ZF3GnWO4,1011,4.3,-,-,-
124996,sourcing_tripadvisor,sourcing_tripadvisor,El Pulari Mexican,Mexican,,Croatia,PUY,Ulica Rimske Centurijacije 67,44.869167,13.862337,+385 52 542 240,4,40,,,,,ChIJpbRBkNfSfEcR8EZAANfg_Po,1244,4.6,-,-,-
124997,sourcing_tripadvisor,sourcing_tripadvisor,restaurant Fantasia,"Seafood, Croatian, Mediterranean, European",,Croatia,PUY,Palisina Ulica 29,44.850929,13.849452,+385 52 506 306,4,44,,,,Mon - Sat|12:00 PM - 10:00 PM,ChIJ--pCfTjTfEcRJXK2cUB_k9c,46,4.8,-,-,-
124998,sourcing_tripadvisor,sourcing_tripadvisor,Da Piero II,"Pizza, Seafood, European, Croatian",,Croatia,PUY,Forum 1,44.869282,13.842824,,3.5,171,,,,,ChIJdSxrBh7TfEcRxAqK0qHPzCs,93,4.1,-,-,-
124999,sourcing_tripadvisor,sourcing_tripadvisor,La Cuxina,"Seafood, European, Croatian, Mediterranean",,Croatia,PUY,Ulica Benediktinske Opatije 1/52100,44.86908,13.843503,+385 52 225 580,3.5,229,,,,,ChIJGx4XEB7TfEcRJAztLvuA9pw,148,3.6,-,-,-
125000,sourcing_tripadvisor,sourcing_tripadvisor,Hotel Amfiteatar Restaurant,,,Croatia,PUY,Amfiteatarska Ulica 6,44.872417,13.848267,+385 52 375 600,3.5,218,,,,,ChIJ-VDY7uDSfEcRjbg4QQJonlg,269,4.2,-,-,-
125001,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Barkun,"Pizza, Bar, Cafe, Pub",,Croatia,PUY,Krlezhina Ulica 15,44.855064,13.842169,+385 52 391 212,4,75,,,,Mon - Fri|10:00 AM - 10:00 PM|Sat - Sun|12:00 AM - 10:00 PM,ChIJ49HdGD7TfEcR0UhFZ_ObtGU,779,4.4,-,-,-
